data_status,synthetic,n_runs_assumed,simulation_seed,scenario,treatment,run_id,simulated_peak_pss_index,simulated_allocation_rate_index,simulated_gc_p99_index,simulated_fault_rate_index,simulated_input_p99_index,simulated_controller_cpu_pct
measured,false,30,20250902,no_benefit,Static-G,13,95.914,103.515,88.359,98.819,102.373,0.0
measured,false,30,20250902,no_benefit,Static-G,14,99.658,91.305,108.49,94.023,96.045,0.0
measured,false,30,20250902,no_benefit,Static-G,15,97.82,98.929,103.063,96.376,98.671,0.0
measured,false,30,20250902,no_benefit,Static-G,16,97.041,94.843,97.646,114.291,103.417,0.0
measured,false,30,20250902,no_benefit,Static-G,17,106.165,94.889,90.794,97.036,99.373,0.0
measured,false,30,20250902,no_benefit,Static-G,18,99.543,91.237,108.07,93.916,99.406,0.0
measured,false,30,20250902,no_benefit,Static-G,19,98.82,102.446,92.07,98.785,107.049,0.0
measured,false,30,20250902,no_benefit,Static-G,20,97.813,96.63,101.51,96.726,99.636,0.0
measured,false,30,20250902,no_benefit,Static-G,21,104.596,106.413,104.823,97.709,100.611,0.0
measured,false,30,20250902,no_benefit,Static-G,22,105.037,96.078,93.701,100.362,97.244,0.0
measured,false,30,20250902,no_benefit,Static-G,23,104.942,104.084,106.626,95.506,96.086,0.0
measured,false,30,20250902,no_benefit,Static-G,24,104.96,100.817,112.754,99.582,103.495,0.0
measured,false,30,20250902,no_benefit,Static-G,25,99.681,96.379,94.209,113.629,96.306,0.0
measured,false,30,20250902,no_benefit,Static-G,26,98.113,101.238,87.608,109.314,103.062,0.0
measured,false,30,20250902,no_benefit,Static-G,27,103.951,99.846,93.847,108.818,98.308,0.0
measured,false,30,20250902,no_benefit,Static-G,28,97.595,104.986,100.474,89.154,100.253,0.0
measured,false,30,20250902,no_benefit,Static-G,29,102.715,100.185,113.716,100.363,86.64,0.0
measured,false,30,20250902,no_benefit,Static-G,30,93.471,102.303,94.768,107.647,101.285,0.0
measured,false,30,20250902,no_benefit,Static-GI,1,104.897,91.13,94.384,116.114,98.544,0.0
measured,false,30,20250902,no_benefit,Static-GI,2,99.874,97.726,103.115,104.744,100.136,0.0
measured,false,30,20250902,no_benefit,Static-GI,3,100.385,103.662,99.033,93.774,99.205,0.0
measured,false,30,20250902,no_benefit,Static-GI,4,95.443,97.22,100.038,110.029,98.463,0.0
measured,false,30,20250902,no_benefit,Static-GI,5,102.671,101.954,101.053,107.827,92.697,0.0
measured,false,30,20250902,no_benefit,Static-GI,6,99.055,100.588,105.569,94.365,98.455,0.0
measured,false,30,20250902,no_benefit,Static-GI,7,101.871,96.677,98.851,92.795,97.523,0.0
measured,false,30,20250902,no_benefit,Static-GI,8,103.006,96.6,91.867,98.857,96.394,0.0
measured,false,30,20250902,no_benefit,Static-GI,9,98.033,106.478,96.878,100.57,90.599,0.0
measured,false,30,20250902,no_benefit,Static-GI,10,96.496,102.83,98.171,107.425,92.621,0.0
measured,false,30,20250902,no_benefit,Static-GI,11,101.392,102.954,98.89,120.17,102.408,0.0
measured,false,30,20250902,no_benefit,Static-GI,12,99.665,107.228,106.216,98.331,98.261,0.0
measured,false,30,20250902,no_benefit,Static-GI,13,98.088,97.912,94.262,104.276,103.559,0.0
measured,false,30,20250902,no_benefit,Static-GI,14,98.657,95.22,106.886,98.76,99.172,0.0
measured,false,30,20250902,no_benefit,Static-GI,15,96.871,95.409,103.511,105.678,89.683,0.0
measured,false,30,20250902,no_benefit,Static-GI,16,101.695,100.372,105.312,111.353,97.526,0.0
measured,false,30,20250902,no_benefit,Static-GI,17,101.139,96.987,93.705,101.437,107.01,0.0
measured,false,30,20250902,no_benefit,Static-GI,18,102.222,95.055,99.882,92.548,103.147,0.0
measured,false,30,20250902,no_benefit,Static-GI,19,96.474,100.072,90.957,104.432,107.458,0.0
measured,false,30,20250902,no_benefit,Static-GI,20,95.497,104.14,98.445,105.608,104.863,0.0
measured,false,30,20250902,no_benefit,Static-GI,21,104.871,99.192,99.572,104.738,103.324,0.0
measured,false,30,20250902,no_benefit,Static-GI,22,104.673,100.676,96.72,96.259,98.699,0.0
measured,false,30,20250902,no_benefit,Static-GI,23,102.143,103.75,94.672,96.342,108.667,0.0
measured,false,30,20250902,no_benefit,Static-GI,24,104.718,97.271,125.132,102.876,97.656,0.0
measured,false,30,20250902,no_benefit,Static-GI,25,99.495,102.065,91.041,96.892,107.382,0.0
measured,false,30,20250902,no_benefit,Static-GI,26,96.375,99.353,91.642,107.81,103.265,0.0
measured,false,30,20250902,no_benefit,Static-GI,27,99.496,92.546,95.99,91.845,98.747,0.0
measured,false,30,20250902,no_benefit,Static-GI,28,96.652,100.847,97.708,87.458,104.977,0.0
measured,false,30,20250902,no_benefit,Static-GI,29,100.677,106.11,108.242,104.889,95.033,0.0
measured,false,30,20250902,no_benefit,Static-GI,30,95.557,101.835,90.018,104.982,99.402,0.0
measured,false,30,20250902,no_benefit,Static-GIR,1,105.207,93.948,101.449,121.065,106.602,0.0
measured,false,30,20250902,no_benefit,Static-GIR,2,97.5,95.751,96.378,99.554,94.802,0.0
measured,false,30,20250902,no_benefit,Static-GIR,3,100.069,95.113,103.247,90.885,92.987,0.0
measured,false,30,20250902,no_benefit,Static-GIR,4,97.248,99.837,107.622,102.422,104.309,0.0
measured,false,30,20250902,no_benefit,Static-GIR,5,103.013,101.303,107.168,99.836,94.381,0.0
measured,false,30,20250902,no_benefit,Static-GIR,6,100.396,100.983,105.062,95.113,93.395,0.0
measured,false,30,20250902,no_benefit,Static-GIR,7,99.152,94.161,102.453,98.164,98.002,0.0
measured,false,30,20250902,no_benefit,Static-GIR,8,104.298,97.48,98.093,100.569,101.246,0.0
measured,false,30,20250902,no_benefit,Static-GIR,9,101.292,103.452,103.278,106.995,97.313,0.0
measured,false,30,20250902,no_benefit,Static-GIR,10,100.092,98.284,105.338,103.242,94.142,0.0
measured,false,30,20250902,no_benefit,Static-GIR,11,102.261,102.27,106.112,119.314,109.743,0.0
measured,false,30,20250902,no_benefit,Static-GIR,12,99.663,109.731,104.306,95.456,90.465,0.0
measured,false,30,20250902,no_benefit,Static-GIR,13,97.581,96.956,100.979,108.34,101.123,0.0
measured,false,30,20250902,no_benefit,Static-GIR,14,100.097,90.254,103.171,101.446,98.188,0.0
measured,false,30,20250902,no_benefit,Static-GIR,15,99.143,94.775,105.69,108.719,93.494,0.0
measured,false,30,20250902,no_benefit,Static-GIR,16,101.057,98.096,103.67,112.126,99.43,0.0
measured,false,30,20250902,no_benefit,Static-GIR,17,103.09,97.326,93.534,96.015,98.174,0.0
measured,false,30,20250902,no_benefit,Static-GIR,18,100.087,98.909,105.915,90.917,94.548,0.0
measured,false,30,20250902,no_benefit,Static-GIR,19,98.161,92.919,96.239,106.425,105.569,0.0
measured,false,30,20250902,no_benefit,Static-GIR,20,98.988,97.781,107.789,110.122,97.17,0.0
measured,false,30,20250902,no_benefit,Static-GIR,21,102.328,100.058,102.314,107.132,112.137,0.0
measured,false,30,20250902,no_benefit,Static-GIR,22,104.554,99.622,92.238,93.011,94.907,0.0
measured,false,30,20250902,no_benefit,Static-GIR,23,98.573,104.013,104.297,97.42,106.679,0.0
measured,false,30,20250902,no_benefit,Static-GIR,24,105.823,100.418,103.836,102.454,101.446,0.0
measured,false,30,20250902,no_benefit,Static-GIR,25,100.215,97.672,95.308,96.494,99.946,0.0
measured,false,30,20250902,no_benefit,Static-GIR,26,95.07,102.856,92.602,99.679,106.041,0.0
measured,false,30,20250902,no_benefit,Static-GIR,27,101.997,94.178,100.609,107.479,98.801,0.0
measured,false,30,20250902,no_benefit,Static-GIR,28,98.933,104.734,111.456,91.85,103.98,0.0
measured,false,30,20250902,no_benefit,Static-GIR,29,98.968,103.939,104.547,107.837,94.87,0.0
measured,false,30,20250902,no_benefit,Static-GIR,30,93.749,106.429,94.761,103.389,98.216,0.0
measured,false,30,20250902,no_benefit,Threshold-GIR,1,103.454,96.345,99.763,120.38,98.764,0.5078
measured,false,30,20250902,no_benefit,Threshold-GIR,2,99.989,101.485,105.874,98.835,95.982,0.5109
measured,false,30,20250902,no_benefit,Threshold-GIR,3,98.512,96.595,99.955,96.298,103.441,0.4759
measured,false,30,20250902,no_benefit,Threshold-GIR,4,96.897,99.475,96.232,123.474,101.391,0.5652
measured,false,30,20250902,no_benefit,Threshold-GIR,5,102.041,102.937,99.124,101.457,93.825,0.518
measured,false,30,20250902,no_benefit,Threshold-GIR,6,98.711,102.301,103.648,97.677,104.397,0.4892
measured,false,30,20250902,no_benefit,Threshold-GIR,7,104.175,93.617,98.224,100.517,101.576,0.4829
measured,false,30,20250902,no_benefit,Threshold-GIR,8,102.355,95.985,94.91,93.055,101.677,0.4711
measured,false,30,20250902,no_benefit,Threshold-GIR,9,102.579,101.253,102.226,105.045,92.127,0.4702
measured,false,30,20250902,no_benefit,Threshold-GIR,10,102.263,99.301,97.765,91.814,94.969,0.5175
measured,false,30,20250902,no_benefit,Threshold-GIR,11,95.722,104.898,99.702,111.819,98.134,0.5429
measured,false,30,20250902,no_benefit,Threshold-GIR,12,98.313,105.12,111.177,99.477,97.368,0.5574
measured,false,30,20250902,no_benefit,Threshold-GIR,13,95.935,101.702,96.145,98.732,111.127,0.5071
measured,false,30,20250902,no_benefit,Threshold-GIR,14,102.452,95.154,89.497,98.71,100.94,0.5001
measured,false,30,20250902,no_benefit,Threshold-GIR,15,101.81,96.524,107.24,94.881,95.569,0.4324
measured,false,30,20250902,no_benefit,Threshold-GIR,16,99.215,104.827,111.796,109.895,111.068,0.4962
measured,false,30,20250902,no_benefit,Threshold-GIR,17,102.846,93.837,97.498,93.303,111.916,0.5807
measured,false,30,20250902,no_benefit,Threshold-GIR,18,100.146,93.183,106.979,91.945,92.93,0.5035
measured,false,30,20250902,no_benefit,Threshold-GIR,19,101.352,102.176,91.968,94.714,108.681,0.4692
measured,false,30,20250902,no_benefit,Threshold-GIR,20,96.656,100.061,92.123,113.219,104.787,0.5044
measured,false,30,20250902,no_benefit,Threshold-GIR,21,103.959,104.696,107.73,98.288,101.769,0.5089
measured,false,30,20250902,no_benefit,Threshold-GIR,22,104.04,104.875,92.865,93.491,89.534,0.5064
measured,false,30,20250902,no_benefit,Threshold-GIR,23,101.59,112.332,106.33,95.897,99.516,0.4942
measured,false,30,20250902,no_benefit,Threshold-GIR,24,101.862,92.516,107.231,106.064,97.934,0.476
measured,false,30,20250902,no_benefit,Threshold-GIR,25,97.107,97.187,101.468,102.86,102.628,0.5013
measured,false,30,20250902,no_benefit,Threshold-GIR,26,100.315,99.715,95.855,96.711,102.997,0.5121
measured,false,30,20250902,no_benefit,Threshold-GIR,27,103.66,97.417,100.718,100.185,110.825,0.5342
measured,false,30,20250902,no_benefit,Threshold-GIR,28,96.025,105.425,98.179,95.84,104.305,0.4978
measured,false,30,20250902,no_benefit,Threshold-GIR,29,101.81,103.666,104.614,104.123,88.567,0.4921
measured,false,30,20250902,no_benefit,Threshold-GIR,30,96.445,101.52,100.456,102.805,99.127,0.5023
measured,false,30,20250902,no_benefit,EWMA-GIR,1,103.793,94.147,94.608,115.352,96.782,0.6873
measured,false,30,20250902,no_benefit,EWMA-GIR,2,97.376,100.861,109.046,106.312,100.746,0.7367
measured,false,30,20250902,no_benefit,EWMA-GIR,3,97.551,97.399,103.373,95.805,99.319,0.6987
measured,false,30,20250902,no_benefit,EWMA-GIR,4,97.654,96.892,98.257,105.028,107.482,0.7184
measured,false,30,20250902,no_benefit,EWMA-GIR,5,104.019,95.646,108.886,110.155,95.306,0.7092
measured,false,30,20250902,no_benefit,EWMA-GIR,6,100.754,100.923,105.781,99.176,101.611,0.6979
measured,false,30,20250902,no_benefit,EWMA-GIR,7,100.959,94.851,103.392,96.342,102.55,0.6831
measured,false,30,20250902,no_benefit,EWMA-GIR,8,103.089,99.712,104.756,94.889,100.183,0.7828
measured,false,30,20250902,no_benefit,EWMA-GIR,9,102.902,105.049,108.911,98.225,98.723,0.6735
measured,false,30,20250902,no_benefit,EWMA-GIR,10,100.909,105.737,101.88,101.788,102.978,0.6609
measured,false,30,20250902,no_benefit,EWMA-GIR,11,100.198,98.635,106.967,107.86,103.125,0.6533
measured,false,30,20250902,no_benefit,EWMA-GIR,12,101.201,103.394,108.451,102.71,94.096,0.7475
measured,false,30,20250902,no_benefit,EWMA-GIR,13,98.111,97.094,96.771,98.667,106.786,0.6718
measured,false,30,20250902,no_benefit,EWMA-GIR,14,101.148,98.967,100.884,103.443,106.047,0.7202
measured,false,30,20250902,no_benefit,EWMA-GIR,15,98.094,97.009,91.085,97.477,93.851,0.6833
measured,false,30,20250902,no_benefit,EWMA-GIR,16,97.983,95.571,101.614,100.118,102.697,0.662
measured,false,30,20250902,no_benefit,EWMA-GIR,17,101.21,95.283,87.368,90.762,101.327,0.706
measured,false,30,20250902,no_benefit,EWMA-GIR,18,101.071,92.012,101.08,90.893,89.447,0.6661
measured,false,30,20250902,no_benefit,EWMA-GIR,19,102.07,103.315,92.038,93.184,105.513,0.7208
measured,false,30,20250902,no_benefit,EWMA-GIR,20,98.665,103.225,99.899,101.031,106.223,0.7276
measured,false,30,20250902,no_benefit,EWMA-GIR,21,101.803,103.819,98.856,99.112,104.55,0.7091
measured,false,30,20250902,no_benefit,EWMA-GIR,22,100.657,101.331,97.21,97.763,92.488,0.7185
measured,false,30,20250902,no_benefit,EWMA-GIR,23,103.225,103.883,102.817,101.696,102.826,0.6581
measured,false,30,20250902,no_benefit,EWMA-GIR,24,101.159,99.905,105.778,108.192,96.821,0.7005
measured,false,30,20250902,no_benefit,EWMA-GIR,25,96.039,96.859,106.054,93.545,94.606,0.7191
measured,false,30,20250902,no_benefit,EWMA-GIR,26,99.541,103.373,96.18,102.132,97.837,0.6269
measured,false,30,20250902,no_benefit,EWMA-GIR,27,99.042,101.964,103.143,111.989,99.076,0.7329
measured,false,30,20250902,no_benefit,EWMA-GIR,28,97.267,106.24,101.527,92.623,105.648,0.7232
measured,false,30,20250902,no_benefit,EWMA-GIR,29,100.492,99.074,112.518,96.245,92.951,0.7133
measured,false,30,20250902,no_benefit,EWMA-GIR,30,97.415,104.143,94.616,107.093,104.438,0.6574
measured,false,30,20250902,no_benefit,Ridge-GIR,1,102.35,98.471,95.471,118.987,96.751,1.2074
measured,false,30,20250902,no_benefit,Ridge-GIR,2,100.576,99.161,103.928,98.308,102.701,1.1084
measured,false,30,20250902,no_benefit,Ridge-GIR,3,101.528,102.479,97.807,92.792,98.288,1.1913
measured,false,30,20250902,no_benefit,Ridge-GIR,4,98.262,100.39,94.678,109.17,102.096,1.022
measured,false,30,20250902,no_benefit,Ridge-GIR,5,101.444,92.054,106.623,108.871,93.477,1.0307
measured,false,30,20250902,no_benefit,Ridge-GIR,6,101.259,100.223,106.007,113.649,100.104,1.191
measured,false,30,20250902,no_benefit,Ridge-GIR,7,100.34,99.118,96.403,89.283,104.09,1.0405
measured,false,30,20250902,no_benefit,Ridge-GIR,8,103.778,95.32,92.387,95.693,99.57,1.0322
measured,false,30,20250902,no_benefit,Ridge-GIR,9,101.268,105.551,101.228,109.076,87.465,1.1237
measured,false,30,20250902,no_benefit,Ridge-GIR,10,99.096,98.976,106.53,93.567,93.82,1.0202
measured,false,30,20250902,no_benefit,Ridge-GIR,11,101.682,99.957,106.745,115.098,98.648,1.0766
measured,false,30,20250902,no_benefit,Ridge-GIR,12,98.192,104.087,102.863,97.056,92.693,1.1317
measured,false,30,20250902,no_benefit,Ridge-GIR,13,99.889,99.456,98.51,97.851,102.037,1.1644
measured,false,30,20250902,no_benefit,Ridge-GIR,14,101.712,97.133,102.977,100.824,97.437,1.1107
measured,false,30,20250902,no_benefit,Ridge-GIR,15,99.923,102.397,99.834,95.183,95.863,1.1597
measured,false,30,20250902,no_benefit,Ridge-GIR,16,100.371,97.584,107.756,120.998,93.851,1.1002
measured,false,30,20250902,no_benefit,Ridge-GIR,17,104.745,97.393,94.161,93.973,105.037,1.0648
measured,false,30,20250902,no_benefit,Ridge-GIR,18,102.226,97.165,113.118,92.759,98.751,1.0071
measured,false,30,20250902,no_benefit,Ridge-GIR,19,99.767,103.18,103.906,98.645,100.252,1.1431
measured,false,30,20250902,no_benefit,Ridge-GIR,20,99.757,95.64,94.624,100.914,95.614,1.1028
measured,false,30,20250902,no_benefit,Ridge-GIR,21,103.391,103.066,100.079,97.961,104.873,0.9671
measured,false,30,20250902,no_benefit,Ridge-GIR,22,101.157,102.092,96.587,94.278,89.895,0.9945
measured,false,30,20250902,no_benefit,Ridge-GIR,23,103.062,106.637,104.337,105.934,100.385,1.0689
measured,false,30,20250902,no_benefit,Ridge-GIR,24,104.823,95.97,104.065,109.065,100.422,1.14
measured,false,30,20250902,no_benefit,Ridge-GIR,25,102.159,96.761,97.383,92.903,99.332,1.1264
measured,false,30,20250902,no_benefit,Ridge-GIR,26,95.462,100.724,92.642,102.117,102.571,1.0852
measured,false,30,20250902,no_benefit,Ridge-GIR,27,101.833,99.952,87.28,97.941,102.17,1.0869
measured,false,30,20250902,no_benefit,Ridge-GIR,28,97.405,105.807,104.015,84.797,105.012,1.0787
measured,false,30,20250902,no_benefit,Ridge-GIR,29,104.204,99.782,102.777,100.28,92.614,1.0523
measured,false,30,20250902,no_benefit,Ridge-GIR,30,94.789,102.417,95.431,108.793,101.467,1.1031
measured,false,30,20250902,planning_hypothesis,Stock,1,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,2,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,3,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,4,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,5,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,6,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,7,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,8,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,9,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,10,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,11,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,12,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,13,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,14,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,15,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,16,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,17,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,18,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,19,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,20,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,21,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,22,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,23,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,24,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,25,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,26,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,27,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,28,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,29,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Stock,30,100.0,100.0,100.0,100.0,100.0,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,1,90.125,99.932,78.618,97.556,87.373,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,2,92.992,90.874,76.474,91.298,81.31,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,3,90.238,98.932,75.018,112.218,87.223,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,4,95.587,96.389,72.843,92.858,87.508,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,5,97.389,98.612,83.416,93.065,86.429,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,6,90.883,100.048,83.247,98.112,99.017,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,7,92.209,98.989,79.82,112.65,92.868,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,8,96.975,104.123,76.801,103.338,86.953,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,9,95.047,99.927,83.368,105.465,96.731,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,10,92.892,101.893,78.765,96.038,98.483,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,11,94.815,94.959,74.446,102.738,87.735,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,12,98.497,103.501,75.322,90.226,90.253,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,13,90.632,99.973,72.34,101.043,94.068,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,14,93.259,97.001,80.05,97.017,90.04,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,15,96.891,104.594,75.832,104.028,93.666,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,16,92.353,97.938,72.989,99.516,93.98,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,17,95.005,97.514,78.857,98.044,81.015,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,18,94.756,100.479,73.152,107.894,90.969,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,19,92.219,95.82,75.255,107.38,83.934,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,20,95.805,100.836,75.446,105.519,94.548,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,21,89.536,103.126,65.877,111.184,92.682,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,22,91.038,97.496,79.722,92.059,89.494,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,23,96.001,98.759,70.858,100.416,89.993,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,24,95.228,98.59,77.488,93.801,88.693,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,25,100.926,103.444,71.919,95.879,95.398,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,26,92.812,92.842,74.16,92.605,96.954,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,27,93.698,102.845,80.166,97.288,93.546,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,28,94.592,102.274,70.109,107.861,92.895,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,29,94.179,102.237,81.107,100.008,88.338,0.0
measured,false,30,20250902,planning_hypothesis,Static-G,30,92.599,100.111,72.787,90.983,92.392,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,1,86.583,73.966,75.51,100.31,85.844,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,2,88.269,73.49,67.474,101.137,83.845,0.0
measured,false,30,20250902,planning_hypothesis,Static-GI,3,84.239,71.858,74.509,105.472,87.617,0.0
