data_status,synthetic,n,simulation_seed,scenario,platform_scenario,treatment,metric,mean,stddev,ci95_low,ci95_high,unit
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-G,input_p99_ms,71.696,3.6511,70.3327,73.0594,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-G,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,peak_pss_mb,210.0415,5.6305,207.939,212.144,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,allocation_rate_mb_s,28.6202,1.1812,28.1791,29.0613,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,gc_p99_ms,36.0624,2.4065,35.1638,36.961,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,fault_rate_s,80.1814,5.5195,78.1204,82.2424,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,input_p99_ms,86.7768,4.1309,85.2343,88.3193,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,peak_pss_mb,276.7174,6.5106,274.2863,279.1485,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,allocation_rate_mb_s,34.665,1.3708,34.1531,35.1769,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,gc_p99_ms,28.8083,1.5423,28.2324,29.3842,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,fault_rate_s,99.9775,5.9598,97.752,102.2029,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,input_p99_ms,69.5088,3.7557,68.1064,70.9112,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,peak_pss_mb,188.4954,3.5957,187.1527,189.8381,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,allocation_rate_mb_s,28.8948,1.2094,28.4432,29.3464,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,gc_p99_ms,35.9437,2.0744,35.1691,36.7183,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,fault_rate_s,127.9709,8.0321,124.9717,130.9702,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,input_p99_ms,89.8631,5.864,87.6734,92.0527,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,peak_pss_mb,254.3268,6.0148,252.0808,256.5727,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,allocation_rate_mb_s,34.4194,1.5646,33.8352,35.0037,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,gc_p99_ms,28.1419,1.4652,27.5948,28.689,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,fault_rate_s,162.92,11.4024,158.6622,167.1777,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,input_p99_ms,72.8728,3.9623,71.3932,74.3524,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,peak_pss_mb,186.9364,4.8326,185.1318,188.7409,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,allocation_rate_mb_s,28.8435,1.0509,28.4511,29.2359,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,gc_p99_ms,32.8025,1.6121,32.2005,33.4044,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,fault_rate_s,104.6071,7.6203,101.7616,107.4526,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,input_p99_ms,84.3692,4.0551,82.855,85.8833,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Threshold-GIR,controller_cpu_pct,0.5008,0.0406,0.4857,0.516,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,peak_pss_mb,249.3109,5.3809,247.3016,251.3201,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,allocation_rate_mb_s,34.7862,1.4213,34.2555,35.317,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,gc_p99_ms,26.7738,1.8068,26.0992,27.4485,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,fault_rate_s,131.242,10.2463,127.4159,135.068,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,input_p99_ms,67.2813,3.1579,66.1021,68.4605,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Threshold-GIR,controller_cpu_pct,0.5171,0.0433,0.5009,0.5332,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,peak_pss_mb,183.3277,4.7106,181.5688,185.0867,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,allocation_rate_mb_s,28.6532,1.163,28.2189,29.0875,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,gc_p99_ms,31.6449,1.7771,30.9813,32.3085,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,fault_rate_s,97.9061,6.7961,95.3684,100.4438,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,input_p99_ms,83.4504,4.352,81.8253,85.0754,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,EWMA-GIR,controller_cpu_pct,0.7049,0.0538,0.6848,0.725,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,peak_pss_mb,247.439,7.4131,244.6709,250.2071,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,allocation_rate_mb_s,34.5557,1.4156,34.0271,35.0843,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,gc_p99_ms,25.9453,1.3133,25.4549,26.4357,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,fault_rate_s,124.2204,7.8285,121.2972,127.1437,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,input_p99_ms,64.856,3.2442,63.6446,66.0674,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,EWMA-GIR,controller_cpu_pct,0.7041,0.0563,0.6831,0.7251,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,peak_pss_mb,183.0373,3.9597,181.5587,184.5159,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,allocation_rate_mb_s,28.8065,1.0781,28.4039,29.2091,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,gc_p99_ms,31.0928,1.814,30.4155,31.7702,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,fault_rate_s,98.37,7.2419,95.6658,101.0742,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,input_p99_ms,81.034,4.1379,79.4889,82.5792,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM32-scenario,Ridge-GIR,controller_cpu_pct,1.1144,0.1183,1.0702,1.1586,percent
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,peak_pss_mb,243.2909,6.6606,240.8038,245.778,MiB
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,allocation_rate_mb_s,34.8518,1.3288,34.3556,35.3479,MiB/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,gc_p99_ms,24.5341,1.4721,23.9844,25.0838,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,fault_rate_s,120.8768,7.8966,117.9282,123.8255,faults/s
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,input_p99_ms,64.1019,2.7563,63.0727,65.1312,ms
measured_summary,false,30,20250902,planning_hypothesis,ARM64-scenario,Ridge-GIR,controller_cpu_pct,1.106,0.0906,1.0721,1.1398,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,peak_pss_mb,239.3446,5.9272,237.1314,241.5579,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,allocation_rate_mb_s,40.2091,1.4255,39.6768,40.7414,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,gc_p99_ms,49.6022,3.3043,48.3684,50.836,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,fault_rate_s,78.6757,5.1536,76.7513,80.6001,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,input_p99_ms,99.8304,4.4344,98.1746,101.4862,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Stock,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,peak_pss_mb,318.2376,8.1843,315.1816,321.2937,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,allocation_rate_mb_s,48.1594,2.4538,47.2431,49.0757,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,gc_p99_ms,40.298,2.3055,39.4371,41.1589,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,fault_rate_s,98.9558,7.462,96.1694,101.7422,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,input_p99_ms,80.3719,4.0788,78.8489,81.895,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Stock,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,peak_pss_mb,241.3347,6.0819,239.0637,243.6057,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,allocation_rate_mb_s,39.8097,1.4331,39.2746,40.3449,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,gc_p99_ms,50.5251,3.3153,49.2871,51.7631,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,fault_rate_s,80.3907,5.9561,78.1667,82.6148,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,input_p99_ms,100.1198,4.3928,98.4795,101.7601,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-G,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,peak_pss_mb,318.7546,9.0141,315.3887,322.1205,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,allocation_rate_mb_s,47.818,1.9057,47.1064,48.5296,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,gc_p99_ms,39.9429,2.4445,39.0301,40.8557,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,fault_rate_s,98.7798,6.9494,96.1848,101.3747,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,input_p99_ms,79.5728,4.0382,78.0649,81.0807,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-G,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,peak_pss_mb,239.7014,5.5607,237.625,241.7778,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,allocation_rate_mb_s,40.5398,1.6496,39.9239,41.1558,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,gc_p99_ms,49.4682,2.8398,48.4078,50.5286,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,fault_rate_s,81.0746,5.5154,79.0151,83.1341,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,input_p99_ms,100.0838,5.564,98.0062,102.1615,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,peak_pss_mb,316.9167,8.5307,313.7313,320.1021,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,allocation_rate_mb_s,47.3887,1.9756,46.651,48.1264,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,gc_p99_ms,39.4751,2.9306,38.3808,40.5694,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,fault_rate_s,99.0772,6.31,96.721,101.4334,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,input_p99_ms,79.5612,3.9325,78.0927,81.0296,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,peak_pss_mb,239.9634,5.3588,237.9624,241.9644,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,allocation_rate_mb_s,39.8849,1.4692,39.3363,40.4335,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,gc_p99_ms,50.7016,3.3377,49.4553,51.9479,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,fault_rate_s,81.7075,6.0293,79.4561,83.9589,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,input_p99_ms,99.327,4.8453,97.5178,101.1363,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,peak_pss_mb,318.7986,7.8493,315.8676,321.7296,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,allocation_rate_mb_s,47.5419,2.1192,46.7505,48.3332,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,gc_p99_ms,40.7904,2.831,39.7333,41.8475,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,fault_rate_s,99.0415,6.4325,96.6396,101.4435,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,input_p99_ms,79.4825,4.1765,77.9229,81.042,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,peak_pss_mb,240.4247,5.8589,238.2369,242.6125,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,allocation_rate_mb_s,40.2837,1.4337,39.7484,40.8191,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,gc_p99_ms,50.19,2.7763,49.1533,51.2267,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,fault_rate_s,78.9803,4.8071,77.1853,80.7753,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,input_p99_ms,100.5171,5.1369,98.599,102.4352,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Threshold-GIR,controller_cpu_pct,0.5018,0.0408,0.4865,0.517,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,peak_pss_mb,319.043,9.0311,315.6707,322.4152,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,allocation_rate_mb_s,48.0666,1.5775,47.4775,48.6557,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,gc_p99_ms,40.0052,2.4357,39.0957,40.9147,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,fault_rate_s,99.5616,6.8293,97.0115,102.1117,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,input_p99_ms,80.3649,4.9607,78.5125,82.2173,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Threshold-GIR,controller_cpu_pct,0.5067,0.0451,0.4899,0.5236,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,peak_pss_mb,239.3151,6.2911,236.9659,241.6642,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,allocation_rate_mb_s,40.2445,1.764,39.5858,40.9032,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,gc_p99_ms,50.4481,3.1211,49.2827,51.6135,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,fault_rate_s,79.0825,3.9598,77.6038,80.5611,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,input_p99_ms,100.55,5.0532,98.6631,102.4369,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,EWMA-GIR,controller_cpu_pct,0.6945,0.0563,0.6735,0.7156,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,peak_pss_mb,319.0831,6.2718,316.7412,321.425,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,allocation_rate_mb_s,47.8241,1.6313,47.215,48.4332,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,gc_p99_ms,40.5192,2.37,39.6342,41.4041,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,fault_rate_s,98.84,6.1867,96.5299,101.1501,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,input_p99_ms,79.8168,4.3692,78.1853,81.4483,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,EWMA-GIR,controller_cpu_pct,0.7032,0.0476,0.6854,0.721,percent
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,peak_pss_mb,240.6597,4.5804,238.9493,242.37,MiB
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,allocation_rate_mb_s,40.2774,1.4928,39.72,40.8348,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,gc_p99_ms,49.9163,3.3462,48.6668,51.1658,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,fault_rate_s,78.5618,5.8776,76.3671,80.7565,faults/s
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,input_p99_ms,97.9682,4.0801,96.4446,99.4917,ms
measured_summary,false,30,20250902,no_benefit,ARM32-scenario,Ridge-GIR,controller_cpu_pct,1.0801,0.083,1.0491,1.1111,percent
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,peak_pss_mb,321.6253,8.3244,318.5169,324.7336,MiB
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,allocation_rate_mb_s,47.944,2.5772,46.9817,48.9064,MiB/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,gc_p99_ms,40.0042,2.2815,39.1523,40.8561,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,fault_rate_s,100.3198,6.9175,97.7368,102.9028,faults/s
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,input_p99_ms,79.2171,4.0077,77.7206,80.7136,ms
measured_summary,false,30,20250902,no_benefit,ARM64-scenario,Ridge-GIR,controller_cpu_pct,1.102,0.0835,1.0708,1.1332,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,peak_pss_mb,239.8163,6.2278,237.4908,242.1418,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,allocation_rate_mb_s,40.2864,1.4986,39.7268,40.846,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,gc_p99_ms,50.4238,2.5573,49.4689,51.3787,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,fault_rate_s,79.9956,5.7694,77.8413,82.1499,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,input_p99_ms,99.7763,5.2582,97.8128,101.7398,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Stock,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,peak_pss_mb,320.6035,8.0423,317.6005,323.6066,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,allocation_rate_mb_s,47.6668,1.4612,47.1212,48.2124,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,gc_p99_ms,40.2558,2.6003,39.2848,41.2268,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,fault_rate_s,98.7178,7.8204,95.7977,101.638,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,input_p99_ms,79.3493,3.8631,77.9068,80.7918,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Stock,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,peak_pss_mb,251.1282,5.4162,249.1057,253.1506,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,allocation_rate_mb_s,41.9135,1.9515,41.1848,42.6422,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,gc_p99_ms,54.3088,2.4307,53.4012,55.2165,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,fault_rate_s,124.1718,8.5332,120.9855,127.3582,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,input_p99_ms,119.7636,6.0412,117.5077,122.0194,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-G,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,peak_pss_mb,337.49,8.3562,334.3698,340.6103,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,allocation_rate_mb_s,49.5316,1.5852,48.9397,50.1235,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,gc_p99_ms,44.669,2.6707,43.6717,45.6662,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,fault_rate_s,155.6029,9.4415,152.0774,159.1284,faults/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,input_p99_ms,97.0042,4.5312,95.3122,98.6962,ms
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-G,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,peak_pss_mb,250.9549,6.3623,248.5792,253.3307,MiB
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,allocation_rate_mb_s,41.8158,1.5469,41.2382,42.3935,MiB/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,gc_p99_ms,55.7437,2.868,54.6728,56.8147,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,fault_rate_s,128.651,9.0149,125.2847,132.0172,faults/s
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,input_p99_ms,118.7112,7.2172,116.0163,121.4061,ms
measured_summary,false,30,20250902,regression,ARM32-scenario,Static-GI,controller_cpu_pct,0.0,0.0,0.0,0.0,percent
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,peak_pss_mb,337.7699,9.3445,334.2806,341.2592,MiB
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,allocation_rate_mb_s,50.8807,2.0342,50.1212,51.6403,MiB/s
measured_summary,false,30,20250902,regression,ARM64-scenario,Static-GI,gc_p99_ms,44.0224,2.6908,43.0176,45.0271,ms
