data_status,synthetic,n_runs_assumed,simulation_seed,scenario,platform_scenario,treatment,run_id,metric,simulated_value,unit
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,8,allocation_rate_mb_s,42.287,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,8,gc_p99_ms,42.705,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,8,fault_rate_s,75.082,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,8,input_p99_ms,103.93,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,8,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,peak_pss_mb,245.96,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,allocation_rate_mb_s,40.364,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,gc_p99_ms,49.214,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,fault_rate_s,83.28,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,input_p99_ms,101.41,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,9,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,peak_pss_mb,249.188,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,allocation_rate_mb_s,41.917,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,gc_p99_ms,45.172,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,fault_rate_s,76.724,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,input_p99_ms,96.853,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,10,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,peak_pss_mb,233.005,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,allocation_rate_mb_s,40.965,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,gc_p99_ms,53.863,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,fault_rate_s,74.57,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,input_p99_ms,96.756,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,11,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,peak_pss_mb,231.616,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,allocation_rate_mb_s,37.879,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,gc_p99_ms,51.098,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,fault_rate_s,78.141,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,input_p99_ms,94.307,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,12,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,peak_pss_mb,243.444,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,allocation_rate_mb_s,40.774,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,gc_p99_ms,51.166,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,fault_rate_s,80.237,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,input_p99_ms,95.224,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,13,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,peak_pss_mb,241.31,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,allocation_rate_mb_s,40.924,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,gc_p99_ms,45.856,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,fault_rate_s,82.862,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,input_p99_ms,98.036,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,14,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,peak_pss_mb,231.536,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,allocation_rate_mb_s,41.351,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,gc_p99_ms,50.065,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,fault_rate_s,77.924,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,input_p99_ms,99.297,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,15,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,peak_pss_mb,240.938,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,allocation_rate_mb_s,40.431,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,gc_p99_ms,49.669,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,fault_rate_s,72.382,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,input_p99_ms,100.713,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,16,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,peak_pss_mb,236.554,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,allocation_rate_mb_s,39.984,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,gc_p99_ms,48.046,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,fault_rate_s,76.004,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,input_p99_ms,101.499,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,17,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,peak_pss_mb,238.651,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,allocation_rate_mb_s,39.389,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,gc_p99_ms,48.936,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,fault_rate_s,81.587,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,input_p99_ms,98.999,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,18,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,peak_pss_mb,241.106,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,allocation_rate_mb_s,42.261,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,gc_p99_ms,56.598,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,fault_rate_s,75.97,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,input_p99_ms,111.099,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,19,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,peak_pss_mb,244.13,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,allocation_rate_mb_s,40.543,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,gc_p99_ms,49.879,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,fault_rate_s,73.983,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,input_p99_ms,97.641,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,20,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,peak_pss_mb,252.123,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,allocation_rate_mb_s,40.083,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,gc_p99_ms,52.003,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,fault_rate_s,75.739,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,input_p99_ms,99.53,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,21,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,peak_pss_mb,247.508,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,allocation_rate_mb_s,41.315,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,gc_p99_ms,45.817,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,fault_rate_s,80.105,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,input_p99_ms,98.328,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,22,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,peak_pss_mb,240.796,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,allocation_rate_mb_s,40.992,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,gc_p99_ms,50.779,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,fault_rate_s,76.95,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,input_p99_ms,97.195,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,23,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,peak_pss_mb,246.287,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,allocation_rate_mb_s,39.576,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,gc_p99_ms,52.954,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,fault_rate_s,82.098,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,input_p99_ms,93.191,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,24,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,peak_pss_mb,234.977,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,allocation_rate_mb_s,38.842,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,gc_p99_ms,53.789,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,fault_rate_s,81.47,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,input_p99_ms,100.326,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,25,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,peak_pss_mb,234.837,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,allocation_rate_mb_s,40.592,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,gc_p99_ms,46.621,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,fault_rate_s,84.88,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,input_p99_ms,92.627,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,26,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,peak_pss_mb,245.187,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,allocation_rate_mb_s,39.25,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,gc_p99_ms,50.21,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,fault_rate_s,91.515,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,input_p99_ms,95.455,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,27,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,peak_pss_mb,239.32,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,allocation_rate_mb_s,38.447,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,gc_p99_ms,48.478,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,fault_rate_s,85.865,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,input_p99_ms,97.429,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,28,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,peak_pss_mb,242.495,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,allocation_rate_mb_s,40.804,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,gc_p99_ms,46.183,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,fault_rate_s,81.999,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,input_p99_ms,108.812,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,29,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,peak_pss_mb,259.533,MiB
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,allocation_rate_mb_s,40.502,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,gc_p99_ms,44.512,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,fault_rate_s,82.036,faults/s
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,input_p99_ms,91.321,ms
measured,false,30,20250902,planning_hypothesis,ARM32-scenario,Stock,30,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,peak_pss_mb,320.906,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,allocation_rate_mb_s,48.541,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,gc_p99_ms,35.977,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,fault_rate_s,101.465,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,input_p99_ms,83.644,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,1,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,peak_pss_mb,312.467,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,allocation_rate_mb_s,47.937,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,gc_p99_ms,46.036,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,fault_rate_s,108.758,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,input_p99_ms,82.723,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,2,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,peak_pss_mb,319.234,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,allocation_rate_mb_s,50.649,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,gc_p99_ms,40.761,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,fault_rate_s,80.752,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,input_p99_ms,82.392,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,3,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,peak_pss_mb,325.54,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,allocation_rate_mb_s,52.069,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,gc_p99_ms,40.771,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,fault_rate_s,99.983,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,input_p99_ms,78.85,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,4,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,peak_pss_mb,305.518,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,allocation_rate_mb_s,47.857,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,gc_p99_ms,34.687,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,fault_rate_s,100.664,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,input_p99_ms,83.462,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,5,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,peak_pss_mb,330.863,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,allocation_rate_mb_s,49.36,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,gc_p99_ms,36.245,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,fault_rate_s,93.127,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,input_p99_ms,76.861,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,6,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,peak_pss_mb,326.507,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,allocation_rate_mb_s,48.128,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,gc_p99_ms,41.581,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,fault_rate_s,97.401,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,input_p99_ms,81.944,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,7,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,peak_pss_mb,320.322,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,allocation_rate_mb_s,47.352,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,gc_p99_ms,41.324,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,fault_rate_s,106.455,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,input_p99_ms,81.303,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,8,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,peak_pss_mb,310.385,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,allocation_rate_mb_s,49.488,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,gc_p99_ms,37.96,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,fault_rate_s,100.548,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,input_p99_ms,75.421,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,9,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,peak_pss_mb,320.099,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,allocation_rate_mb_s,45.221,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,gc_p99_ms,39.133,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,fault_rate_s,99.12,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,input_p99_ms,74.737,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,10,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,peak_pss_mb,324.151,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,allocation_rate_mb_s,52.708,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,gc_p99_ms,36.831,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,fault_rate_s,103.325,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,input_p99_ms,86.723,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,11,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,peak_pss_mb,302.444,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,allocation_rate_mb_s,49.331,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,gc_p99_ms,34.216,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,fault_rate_s,103.295,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,input_p99_ms,82.685,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,12,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,peak_pss_mb,323.055,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,allocation_rate_mb_s,46.986,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,gc_p99_ms,41.328,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,fault_rate_s,103.709,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,input_p99_ms,76.602,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,13,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,peak_pss_mb,325.435,MiB
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,allocation_rate_mb_s,48.331,MiB/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,gc_p99_ms,41.699,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,fault_rate_s,99.752,faults/s
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,input_p99_ms,82.573,ms
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,14,controller_cpu_pct,0.0,percent
measured,false,30,20250902,planning_hypothesis,ARM64-scenario,Stock,15,peak_pss_mb,318.975,MiB
