data_status,synthetic,n_runs,seed,scenario,platform_scenario,treatment,run_id,run_status,peak_pss_mb,allocation_rate_mb_s,gc_p99_ms,fault_rate_s,input_p99_ms,controller_cpu_pct,guard_activations,time_to_latch_s,recovery_time_s,oom_events
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,17,completed,344.08,51.21,44.15,154.82,95.59,2.176,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,18,completed,343.02,50.68,48.85,144.42,93.8,2.186,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,19,completed,333.95,51.76,45.47,176.65,103.89,2.438,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,20,completed,326.48,52.83,44.88,162.59,96.22,2.336,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,21,completed,326.13,52.17,44.95,169.0,96.86,2.347,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,22,completed,332.89,50.53,47.08,163.82,89.57,2.259,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,23,completed,334.66,51.5,43.63,190.17,97.32,2.099,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,24,completed,331.01,52.67,44.36,155.59,100.45,2.047,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,25,completed,337.11,51.88,48.98,155.18,89.99,2.01,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,26,completed,345.07,51.85,44.44,167.95,92.31,2.415,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,27,completed,335.97,49.0,43.88,153.21,91.48,2.144,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,28,completed,320.44,51.15,45.63,156.06,91.64,2.128,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,29,completed,344.91,49.57,42.37,159.96,96.46,2.079,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR,30,completed,350.08,51.04,41.88,152.77,93.96,1.659,0,,,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,1,completed,343.15,49.93,37.33,125.04,78.15,0.784,2,2.08,10.03,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,2,completed,315.22,49.99,39.39,109.89,81.18,0.836,2,2.86,11.09,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,3,completed,343.4,50.11,41.53,114.28,87.23,0.826,1,2.52,11.63,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,4,completed,323.96,50.01,43.44,107.11,80.59,1.143,2,2.82,12.66,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,5,completed,329.16,51.67,43.76,116.41,83.9,0.882,2,2.96,12.69,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,6,completed,318.5,50.59,48.55,111.91,80.59,0.878,1,3.93,12.77,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,7,completed,346.33,50.18,45.32,115.88,87.16,1.001,3,3.52,11.61,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,8,completed,334.54,52.11,43.32,118.41,80.26,0.99,1,3.1,14.74,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,9,completed,331.53,49.11,45.75,101.94,90.24,0.991,2,3.2,13.37,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,10,completed,323.08,51.62,42.45,106.95,87.07,0.894,2,2.94,7.89,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,11,completed,320.22,46.05,44.09,113.57,85.83,0.889,3,4.93,11.96,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,12,completed,333.32,50.17,44.89,103.28,83.06,1.088,2,2.38,11.43,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,13,completed,336.52,51.46,42.62,117.07,82.1,0.822,2,2.34,12.3,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,14,completed,317.59,50.67,46.34,110.86,79.76,0.955,3,3.18,8.09,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,15,completed,329.95,50.76,43.91,116.82,81.74,0.888,1,3.08,7.34,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,16,completed,331.46,51.35,41.52,108.44,84.79,0.975,2,3.76,10.43,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,17,completed,324.32,50.75,44.13,119.74,80.22,0.839,3,2.76,8.82,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,18,completed,323.91,52.6,40.34,121.01,78.37,0.845,3,2.39,15.08,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,19,completed,330.84,50.83,44.87,107.27,80.36,0.909,1,5.91,15.1,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,20,completed,330.09,50.21,41.47,108.84,76.07,0.941,1,4.21,3.09,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,21,completed,322.67,54.36,43.4,115.0,84.73,0.847,3,3.42,11.73,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,22,completed,331.56,51.11,44.46,121.22,85.23,0.931,2,2.56,12.39,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,23,completed,313.09,50.03,45.11,100.57,92.87,0.912,3,3.19,9.42,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,24,completed,335.34,50.47,42.26,107.14,89.78,0.902,3,2.49,8.24,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,25,completed,335.14,52.72,41.14,111.76,76.61,0.815,3,3.04,13.24,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,26,completed,324.58,46.89,40.57,111.08,84.96,1.002,2,4.58,11.34,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,27,completed,313.53,51.15,41.5,104.08,83.55,1.034,2,2.5,15.22,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,28,completed,323.36,51.28,42.23,109.25,86.58,0.901,2,2.99,9.89,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,29,completed,332.17,50.53,46.45,94.46,85.48,0.778,2,2.75,11.53,0
simulated,True,30,20260201,regression,ARM64-scenario,Ridge-GIR-sup,30,completed,329.66,52.15,40.36,108.79,88.49,0.905,1,2.84,16.85,0
