data_status,synthetic,n_runs,seed,scenario,platform_scenario,treatment,run_id,run_status,peak_pss_mb,allocation_rate_mb_s,gc_p99_ms,fault_rate_s,input_p99_ms,controller_cpu_pct,guard_activations,time_to_latch_s,recovery_time_s,oom_events
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,13,completed,253.21,39.7,58.47,128.62,126.85,2.523,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,14,completed,249.4,39.57,55.58,123.21,122.76,2.112,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,15,completed,262.27,41.24,55.71,126.35,116.29,2.142,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,16,completed,249.34,42.88,52.62,123.64,120.03,2.135,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,17,completed,263.48,43.72,56.32,131.59,120.79,2.46,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,18,completed,245.07,42.15,51.04,125.94,118.27,2.203,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,19,completed,257.24,41.55,54.36,130.82,126.34,2.448,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,20,completed,260.09,47.71,53.88,132.49,120.39,2.004,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,21,completed,245.16,43.12,62.06,117.42,121.59,2.041,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,22,completed,250.64,42.65,55.49,120.15,120.74,2.219,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,23,completed,247.96,45.68,56.13,120.03,115.47,2.182,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,24,completed,259.74,42.41,55.13,125.32,123.66,2.359,0,,,1
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,25,completed,263.61,39.86,51.54,120.21,120.11,2.315,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,26,completed,241.22,42.91,50.15,126.16,117,2.348,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,27,completed,247.9,42.15,58.21,123.51,122.18,2.397,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,28,completed,260.01,45.55,58.79,132.28,123.32,2.259,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,29,completed,241.43,42.57,52.86,123.89,114.9,1.977,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR,30,completed,261.95,42.33,51.76,135.17,118.84,2.29,0,,,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,1,completed,252.78,40.4,51.59,87.82,102.08,0.916,2,3.06,8.98,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,2,completed,227.56,43.33,52.2,87.23,104.15,0.902,2,4.32,12.73,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,3,completed,235.53,41.6,55.61,79.97,103.33,0.845,2,3.41,11.58,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,4,completed,260.49,40.49,55.63,91.78,105.62,0.983,2,2.94,9.38,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,5,completed,240.68,42.03,50.15,80.94,102.34,0.88,3,3.19,12.45,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,6,completed,261.44,40.82,55.98,86.62,101.42,0.937,2,2.27,12.81,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,7,completed,255.62,40.82,56.18,84.62,104.01,0.812,3,2.85,11.33,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,8,completed,243.79,40.07,53.05,79.93,101.15,0.846,3,2.86,13.53,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,9,completed,233.15,41.06,50.94,87.72,107.69,0.878,2,2.5,12.04,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,10,completed,239.26,42.03,46.29,81.6,102.74,0.918,2,3.44,8.8,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,11,completed,248.46,39.37,54.71,83.58,105.79,0.856,2,3.23,7.55,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,12,completed,259.61,43.08,52.01,82.7,100.21,0.818,3,2.7,9.86,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,13,completed,250.19,44.33,55.41,78.03,105.65,0.798,2,2.91,12.61,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,14,completed,231.42,40.36,54.02,85.41,103.32,0.901,2,3.25,4.23,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,15,completed,255.28,40.3,51.99,95.93,101.78,0.801,2,3.02,7.95,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,16,completed,257.16,43.22,54.42,82.42,103.61,0.893,3,3.33,11.28,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,17,completed,239.45,42.92,50.61,81.32,103.38,0.947,2,3.16,10.93,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,18,completed,243.95,39.57,54.41,89.72,107.2,0.9,2,3.1,11.57,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,19,completed,231.68,41.46,54.26,91.57,97.73,0.819,2,3.4,12.12,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,20,completed,252.85,38.17,54.91,87.94,103.28,1.012,2,2.79,6.92,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,21,completed,246.67,41.97,55.03,87.16,98.87,0.949,3,3.05,12.71,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,22,completed,251.64,44.59,53.36,75.91,104.48,1.005,2,3.23,11.04,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,23,completed,225.84,43.76,49.32,81.87,105.31,1,2,2.74,10.27,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,24,completed,238.11,41.54,55.54,84.37,103.42,0.943,2,3.25,6.44,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,25,completed,249.16,41.26,52.64,84.48,104.1,0.952,2,2.91,9.86,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,26,completed,253.54,40.45,52.83,89.78,98.85,0.89,2,3.18,7.39,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,27,completed,251.51,43.13,51.2,91.4,102.69,0.924,2,2.73,14.36,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,28,completed,233.34,44.68,49.05,91.03,100.27,1.041,2,3.55,6.34,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,29,completed,252.54,40.02,48.09,86.31,108.63,0.916,2,3.38,11.21,0
measured,FALSE,30,20260913,regression,ARM32-scenario,Ridge-GIR-sup,30,completed,266.62,42.02,55.25,92.93,106.5,0.78,2,2.79,7.79,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,1,completed,342.96,50.57,46.14,152.76,99.2,2.092,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,2,completed,333.63,49.93,43.27,154.19,99.2,2.304,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,3,completed,337.55,49.36,44.94,155.89,94.39,2.207,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,4,completed,354.18,50.95,43.99,158.8,90.36,2.274,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,5,completed,330.42,50.79,41.33,166.43,92.02,1.951,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,6,completed,339.35,48.43,42.42,152.94,94.63,2.459,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,7,completed,331.02,53.12,45.66,155.04,98.45,2.342,0,,,1
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,8,completed,354.06,50.29,41.76,159.57,94.98,2.046,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,9,completed,342.84,51.27,43.29,163.23,92.54,1.919,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,10,completed,332,49.61,41.18,162.7,97.2,1.936,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,11,completed,341.98,51.12,46.66,166.8,91.64,2.146,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,12,completed,320.46,52.12,41.32,157.82,90.68,2.442,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,13,completed,345.29,50.46,42.58,160.43,97.59,2.121,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,14,completed,343.42,51.11,44.81,156.25,99.6,2.288,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,15,completed,338.75,50.86,40.23,159.77,100.49,2.078,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,16,completed,359.59,48.53,44.68,163.76,98.15,2.511,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,17,completed,343.78,50.4,44.87,156.73,93.97,2.236,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,18,completed,332.5,50.63,47.73,164.06,92.56,2.145,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,19,completed,317.38,52.08,45.45,165.46,97.86,2.354,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,20,completed,336.16,52.48,44.38,157.09,92.05,2.45,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,21,completed,325.66,52.11,44.76,163.97,99.06,2.309,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,22,completed,330.38,50.8,47.28,164.17,94.29,2.427,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,23,completed,337.72,49.9,42.91,156.03,95.59,2.304,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,24,completed,338.96,53.99,44.65,161.06,89.79,2.339,0,,,1
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,25,completed,334.95,51.68,52,158.89,94.76,2.134,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,26,completed,350.15,50.86,44.41,161.17,100.89,2.391,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,27,completed,332.78,48.6,43.98,164.74,98.72,2.126,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,28,completed,326.09,49.27,45.98,159.3,90.26,2.346,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,29,completed,352.03,50.21,42.63,157.25,96.33,2.046,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR,30,completed,344.35,50.76,40.23,166.02,94.54,2.284,0,,,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,1,completed,340.28,50.73,38.5,120.89,86.3,0.872,3,2.88,10,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,2,completed,311.73,50.98,38.69,119.31,89.85,0.811,2,2.98,11.04,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,3,completed,349.55,50.31,43.37,114.67,78.98,0.843,2,3.16,11.23,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,4,completed,319.45,51.08,45.62,116.36,82.72,0.905,2,3.59,12.49,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,5,completed,328.62,52.29,45.13,107.7,84.35,0.819,2,2.87,12.05,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,6,completed,320.08,51.29,49.26,114.85,77.69,1.023,2,3.02,13.45,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,7,completed,347.02,51.1,44.02,107.83,86.29,0.849,2,3.74,11.69,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,8,completed,326.95,52.49,43.04,108.42,85.42,0.937,2,3.25,14.83,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,9,completed,320.89,50.65,45.12,111.88,90.3,1.017,2,2.86,13.33,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,10,completed,320.97,52.04,41.91,116.69,81.67,0.895,2,2.89,8.03,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,11,completed,320.56,46.6,42.26,112.26,82.62,0.851,2,3.98,11.71,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,12,completed,321.87,51.7,45.23,115.87,82.05,1.001,2,2.97,11.24,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,13,completed,326.42,51.28,41.67,110.64,80.34,0.924,2,2.79,13.08,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,14,completed,316.95,49.23,46.44,103.35,81.29,0.895,2,3.32,8.1,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,15,completed,341.09,50.25,43.78,119.89,79.71,0.935,2,3.05,7.57,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,16,completed,319.38,51.11,43.28,119.98,79.75,0.956,1,3.07,10.6,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,17,completed,317.22,50.76,43.57,104.87,87.6,0.866,2,2.95,8.64,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,18,completed,322.36,52.37,39.78,104.91,85.37,1.005,1,2.69,15.11,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,19,completed,316.35,52.45,47.16,108.9,83.77,0.92,2,2.82,15.11,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,20,completed,324.97,51.53,43.14,111.44,77.64,0.864,2,2.94,3.16,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,21,completed,311.25,52.85,42.51,114.18,89.96,0.874,2,3.08,11.11,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,22,completed,336.71,50.49,45.17,108.99,83.4,0.973,2,3.24,12.28,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,23,completed,319.35,48.79,44.12,117.96,85.31,0.889,3,2.86,9.59,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,24,completed,355.21,51.1,41.54,123.73,81.78,0.876,2,3.22,7.87,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,25,completed,348.56,52.14,41.2,110.81,87.96,0.926,2,3.25,13.26,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,26,completed,328.75,47.59,41.38,105.24,88.08,0.875,2,2.56,11.67,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,27,completed,318.25,51.64,40.93,103.87,79.81,0.933,3,3.18,15.28,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,28,completed,326.47,52.27,40.79,112.1,86.05,0.817,2,3.18,9.87,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,29,completed,329.88,49.82,45,103.07,84.81,0.855,2,2.76,11.37,0
measured,FALSE,30,20260913,regression,ARM64-scenario,Ridge-GIR-sup,30,completed,335.36,52.93,39.6,106.64,89.21,0.871,2,2.47,16.71,0
